# Dlat (m),Dlon (m),DAlt (m)
-2335.642751,43676.19191,40.60606061
-2289.682577,59543.64812,37.03030303
-2283.243712,55450.73564,36.6969697
-2215.4136,25222.25143,25.15151515
-2197.207154,41031.47144,27.93939394
-2175.892291,61457.46969,22.66666667
-2152.1351,68932.32779,35.15151515
-2119.163671,71547.32354,30.93939394
-1874.930863,36200.4672,44.57575758
-1824.197047,42426.10695,27.87878788
-1796.332304,41922.95317,26.3030303
-1784.342694,59012.06953,20.03030303
-1706.29921,62695.42211,21.18181818
-1677.213303,32740.00672,32.45454545
-1673.549811,76427.81121,38.51515152
-1673.327781,44294.60482,31.09090909
-1611.936534,56116.63878,26.66666667
-1598.947789,66224.17147,44.87878788
-1395.457454,52923.61415,29.72727273
-1390.461783,54378.30573,37
-1349.49728,25718.81897,30.63636364
-1333.844177,39394.53177,44.33333333
-1328.515462,14238.40269,41.75757576
-1321.077463,-35930.60484,60.3030303
-1282.888332,60172.37369,25.15151515
-1257.576932,74370.56567,37.33333333
-1241.25774,46881.26242,37.57575758
-1206.399058,57319.75348,33.33333333
-1059.304298,59134.43487,20.63636364
-969.8262784,55318.83759,23.93939394
-865.3612454,61835.05168,10.75757576
-852.7055453,68230.11369,23.63636364
-831.3906821,29043.04836,54.84848485
-586.6027993,63145.79934,29.09090909
-428.0735038,54137.64813,24
-422.8558029,49266.77983,30.90909091
-338.0404095,32914.80196,30.93939394
-336.8192455,56819.54617,31.96969697
-177.0687859,34918.40434,38.21212121
-154.1997139,70066.11368,31.09090909
-131.108612,77382.12216,40.60606061
-34.85868262,64779.61922,37.27272727
107.9064953,47913.65494,32.75757576
119.3410313,51999.2879,21.12121212
146.42867,31570.60315,65.45454545
174.0713833,25859.98974,21.51515152
213.3706624,53504.06954,26.6969697
352.1393034,14613.90481,50.33333333
436.2886074,72421.12642,31.24242424
445.61386,19188.91244,35.45454545
458.1585452,56381.21482,36.96969697
490.5748997,8335.141867,42.45454545
491.463019,59013.54277,30.63636364
539.6434912,67234.03213,18.48484848
583.0503221,45587.06701,30.36363636
696.8406077,12035.73999,43.33333333
720.0427245,62025.96587,37.21212121
732.3653798,33288.22422,53.96969697
802.3047749,31628.66603,43.06060606
821.7323847,58001.08228,39.42424242
821.7323847,58001.08228,39.42424242
900.7750026,27872.0849,37.87878788
949.1775046,-26381.08235,46.42424242
987.3666346,31176.98888,61.54545455
1063.18982,55072.20038,22.45454545
1085.725847,63630.58099,27
1097.826473,49323.36947,37.27272727
1225.493623,74348.64044,31.24242424
1225.715652,56125.56486,28.48484848
1330.2917,25636.751,41.81818182
1393.459186,28823.01608,24.39393939
1490.930279,60071.2403,43.93939394
1562.756928,76449.21647,46.66666667
1565.310271,64731.95567,37.27272727
1606.385788,30455.96934,37.57575758
1616.377131,46170.38222,30.63636364
1617.70931,54796.01177,51.21212121
1617.70931,54796.01177,51.21212121
1655.67641,70819.6311,46.06060606
1675.881124,53284.29724,39.09090909
1761.695651,68011.81462,27.57575758
1811.985407,59298.74413,29.72727273
1915.007246,-62603.64811,83.96969697
2069.42899,72513.59371,34.24242424
2076.866989,62309.95397,26.6969697
2304.89162,66464.65575,44.57575758
2304.89162,32630.12057,31.24242424
2335.642751,-2420.268473,40.03030303
2340.527407,69511.30995,26.39393939
2503.608314,57538.65917,14.27272727
2679.455936,60055.64132,21.84848485
2707.542709,63234.1069,38.21212121
2789.804759,76199.3728,46.66666667
2792.025057,36648.50459,24.27272727
2816.670368,34572.19363,23.93939394
2883.279316,61445.77046,38.96969697
2955.772054,-41748.24459,56.96969697
3126.624005,-9678.820708,22.15151515
3170.030835,53774.62519,12.12121212
3206.776772,73124.12047,30.33333333
3260.952049,48518.37542,34.84848485
3294.922612,54410.80361,31.21212121
3355.980814,31002.54028,39.39393939
3359.755321,26554.14437,43.06060606
3417.372061,67554.41785,23.96969697
3475.321846,52517.52069,37.90909091
3531.939451,29152.50121,34.24242424
3540.376585,13698.67796,52.45454545
3541.375719,47184.74925,41.54545455
3574.902222,55526.56402,17.27272727
3660.050661,54079.32528,23.63636364
3785.164467,40140.85632,38.51515152
3924.044123,66377.56144,23.33333333
3927.152541,61684.08822,45.48484848
3966.00776,54320.06954,44.45454545
3966.00776,54320.06954,44.45454545
4136.526666,63633.96077,11.51515152
4179.711467,59889.77216,41.09090909
4179.711467,59889.77216,41.09090909
4287.617963,53975.15875,17.87878788
4296.499156,23571.35933,45.48484848
4428.828932,48375.64475,39.09090909
4440.263468,67441.75855,25.18181818
4463.5766,34146.77477,31.54545455
4528.520324,66885.91488,27.90909091
4605.231628,72744.71861,50
4605.564673,53884.598,37.3030303
4677.724366,66831.23179,27.90909091
4687.604694,66997.27427,21.84848485
4698.040095,60095.33206,40
4751.105224,77238.35156,36.09090909
4760.652506,68196.40256,23.09090909
4773.641251,75573.24706,30
4816.493007,55604.3856,45.15151515
4952.486276,59620.34311,31.6969697
4952.81932,16707.28798,44.84848485
5013.877522,69185.11793,36.06060606
5045.849817,58419.9149,30.3030303
5139.324374,44711.27092,40.60606061
5143.320911,59163.20632,33.03030303
5280.424328,41723.45955,38.81818182
5308.622116,70522.12388,15.48484848
5314.838951,59782.39918,49.39393939
5419.303984,27782.82406,32.72727273
5542.419522,74203.22328,27
5565.177579,20837.63801,30.3030303
5581.829816,37069.24375,37
5619.130827,68262.43824,19.12121212
5651.547182,60172.807,38.78787879
5651.547182,60172.807,38.78787879
5675.859448,71981.8418,34.54545455
5684.851655,57423.31337,65.45454545
5723.040785,62984.26323,35.15151515
5879.127753,64840.02194,25.6969697
5975.599712,51324.54533,33.33333333
5984.59192,31786.99568,35.78787879
6144.34238,61178.33461,46.36363636
6240.259264,52915.90132,29.6969697
6331.513523,-38309.44936,47.27272727
6537.113141,55856.65577,32.12121212
6624.481878,-19717.97786,22.72727273
6671.77423,16156.55731,50.63636364
6733.276492,58701.73648,34.51515152
6863.496985,-52847.09248,66.6969697
6945.759035,19371.59384,31.21212121
7159.240713,68540.18675,18.93939394
7244.944225,53293.39665,30
7337.086603,52173.30319,20.03030303
7361.842928,-49049.43404,56.66666667
7380.271404,49354.39411,42.72727273
7416.351251,61229.37794,28.45454545
7485.735571,66566.22244,16.09090909
7499.057361,30118.33808,32.15151515
7575.546636,63224.92084,33.33333333
7590.311619,64703.79084,53.06060606
7597.416573,26525.97955,36.06060606
7643.598777,25113.14523,37.57575758
7809.233027,44247.63456,15.75757576
7961.545487,68724.34138,15.45454545
8030.374733,70428.78998,45.78787879
8194.787819,50419.97779,38.81818182
8454.007641,28586.86484,13.36363636
8521.615723,53065.65153,61.21212121
8651.392156,22781.8776,37.57575758
8751.638622,18395.96427,39.6969697
8971.22612,45516.52496,40.03030303
9041.165515,58191.9098,19.09090909
9043.385813,55889.15365,23.06060606
9071.472586,-22482.72382,28.51515152
9188.038244,49542.44848,36.45454545
9192.256811,33267.94555,13.78787879
9520.749938,67511.78064,41.51515152
9746.7763,60426.81039,28.48484848
9847.577841,26515.32024,23.36363636
9962.922336,16889.27609,47.57575758
10046.84961,52958.53853,18.78787879
10100.80286,62876.63027,53.33333333
10124.33802,48095.03642,43.33333333
10142.43345,56761.4833,33.63636364
10159.41873,31327.51904,30.33333333
10187.17246,57591.78236,41.54545455
10199.27309,40405.86567,33.96969697
10207.15514,70759.66169,31.24242424
10270.1006,10851.86404,47.27272727
10576.61277,20208.39248,44.12121212
10657.09859,75250.60815,43.36363636
10896.33572,52680.96334,72.12121212
11008.90484,51601.34058,33.63636364
11066.29955,29211.51735,25.18181818
11204.73515,65535.73646,38.78787879
11564.31245,55810.89876,14.57575758
11597.94997,59875.55976,44.84848485
11628.81212,71815.53934,31.81818182
11746.93198,53012.70166,31.51515152
11826.41866,46394.48757,37.57575758
12007.48399,-1759.478331,30
12107.06436,65348.63536,21.81818182
12107.95248,49038.8614,42.60606061
12239.94921,44894.47228,38.24242424
12258.82175,51949.89113,28.78787879
12258.82175,51949.89113,28.78787879
12279.47052,69372.65234,45.15151515
12295.78971,47266.6439,40.57575758
12326.31881,13626.74933,37.87878788
12390.15239,23712.61677,28.18181818
12512.04676,57906.62178,49.12121212
12686.45119,37014.12736,39.6969697
12688.44946,54033.82825,40.3030303
12757.16769,-14584.78671,23.66666667
12824.9978,76532.06439,35.81818182
12988.96683,-44101.09081,45.15151515
13068.00945,18047.15374,51.81818182
13219.98886,42429.92004,37.27272727
13264.72787,-40398.93279,77.96969697
13595.88536,65917.73816,36.96969697
13876.53106,50714.53854,25.78787879
13997.4263,74009.44927,52.45454545
14006.30749,52227.7263,11.81818182
14010.30403,67353.88429,37.27272727
14145.74222,33927.52244,34.24242424
14170.72058,62119.29977,33.15151515
14494.32905,-2601.736612,17.87878788
14740.89317,21229.51907,39.12121212
14943.16234,40902.51987,35.21212121
14992.56398,49508.99733,75.15151515
15198.49664,27853.53944,45.15151515
15211.81843,67376.32949,32.45454545
15286.42045,-37133.28623,26.09090909
15420.63748,56242.90386,42.42424242
15458.49356,72714.64724,17.90909091
15626.90319,74654.38045,38.72727273
15628.67943,47087.51561,21.21212121
15692.84605,49094.93107,37.96969697
15890.56361,78780.13745,27.3030303
16032.99574,17802.85637,46.39393939
16042.54302,51625.43233,54.87878788
16051.75726,-29639.96934,32.15151515
16133.46423,50055.65494,21.93939394
16142.45644,20458.06282,24.63636364
16363.82018,57793.96248,35.78787879
16425.21143,70876.22073,40.3030303
16425.87752,-7541.413746,18.78787879
16440.97554,59575.36605,41.24242424
16520.79527,75118.97009,37
16632.14322,72360.2904,34.27272727
16698.41913,77524.33287,19.12121212
16827.30744,44128.73567,19.39393939
16862.49917,40181.32701,37.51515152
17030.90879,46392.49437,25.75757576
17116.27926,45563.49522,17.27272727
17131.15526,48998.39071,63.75757576
17131.15526,48998.39071,63.75757576
17267.37055,76049.62259,16.06060606
17913.47735,67842.56569,43.12121212
18077.77942,13900.16479,43.63636364
18077.77942,13900.16479,43.63636364
18110.86186,45780.40771,38.81818182
18133.06484,18561.83343,40.27272727
18155.26783,-9639.823257,26.09090909
18242.74758,-34274.16644,44.84848485
18338.99751,76986.2547,25.15151515
18463.33421,44595.05852,24.24242424
18539.49044,55934.39069,35.45454545
18567.79924,62692.90894,51.51515152
18568.13229,73102.88853,38.81818182
18578.01261,48398.52325,44.54545455
18586.67178,40598.25309,31.21212121
18759.96606,46605.59377,27.57575758
19194.14538,67093.90129,42.45454545
19236.22003,43136.64051,30.3030303
19400.74413,-13523.18943,24.57575758
19442.37473,-42675.51732,62.66666667
19583.25265,60781.42721,50
19595.68632,45376.39412,40
19685.05333,79825.61579,55.48484848
19874.99984,76654.51639,33.63636364
19895.09354,41998.34824,17.87878788
20095.25343,-16842.82579,33.03030303
20128.22486,-40864.73567,43.06060606
20226.91711,8263.819862,39.39393939
20281.20341,47277.64985,38.51515152
20610.14059,33319.50884,49.39393939
20622.01919,50083.12648,46.93939394
20810.63353,44379.0993,27.87878788
20961.72482,36939.94554,82.72727273
20980.81939,38546.38054,44.54545455
21007.35195,-22598.3296,42.57575758
21041.32252,78951.55292,40.3030303
21149.22901,-39963.20127,23.93939394
21333.62478,1326.866607,43.63636364
21531.34234,26347.80453,45.75757576
21559.09607,45836.21739,27.90909091
21564.64681,55060.76113,45.18181818
21652.45961,-46998.4281,29.6969697
21741.27154,-3543.481725,46.66666667
21943.31868,75456.948,46.36363636
22040.34572,71387.78063,41.81818182
22085.41777,56726.8189,37.27272727
22132.59911,45220.92428,18.18181818
22167.45779,60864.18847,37.57575758
22256.60277,43871.87245,38.81818182
22552.90157,79401.49684,53.93939394
22779.92706,57618.73393,32.45454545
22904.4858,-56023.21822,52.12121212
22907.59421,40382.12055,49.09090909
23017.94304,46652.47738,25.15151515
23133.28753,41855.61757,43.66666667
23156.1566,20290.80709,49.09090909
23238.41865,-24576.10699,75.75757576
23294.92525,71507.6328,42.12121212
23753.63887,37746.93279,31.21212121
23754.08292,61871.18932,43.06060606
23783.94594,42582.09676,17.90909091
23787.05435,43245.31341,42.12121212
24071.36355,-37617.11461,36.06060606
24125.64984,-40118.49778,20.03030303
24667.51363,75615.62429,46.36363636
24722.68804,48683.98459,32.12121212
25151.64966,44283.07891,43.33333333
25170.07814,41564.08996,24.84848485
25207.93422,76841.09753,20.90909091
25320.9474,40064.85462,37.87878788
25458.27285,73141.71266,41.75757576
25590.49161,-31375.35592,43.63636364
25617.24621,65861.40851,46.39393939
25645.99907,53300.84949,48.87878788
25931.64044,36111.63968,33.63636364
26106.71096,55299.77217,44.21212121
26122.6971,46062.22929,44.54545455
26177.53847,43838.94127,33.36363636
26198.85333,27230.10019,46.09090909
26297.87864,-53523.0483,58.48484848
26306.75983,-38426.96168,24.27272727
26306.75983,-38426.96168,24.27272727
26382.13896,3515.056916,33.36363636
26425.54579,-33923.27605,45.15151515
26479.83208,-1330.939674,44.84848485
26553.87903,12521.21492,44.57575758
26743.71453,57098.33462,50.90909091
26803.55157,70994.59966,60
27165.34917,-44976.36693,33.96969697
27232.51319,-48499.56998,105.1515152
27329.31819,75136.64893,17.45454545
27344.19419,-36004.78666,42.12121212
27662.36293,72483.26236,30
27807.01536,-38967.1197,55.45454545
27847.75783,32195.25566,65.45454545
27935.01556,39904.0118,36.09090909
28667.71398,50067.9608,46.93939394
29026.07012,-42236.666,52.75757576
29176.82837,67490.11539,32.42424242
29225.34189,74083.71775,45.15151515
29261.64376,41726.83932,36.96969697
29272.41221,38483.72463,36.6969697
29430.27542,72260.37026,27.57575758
29582.92092,-47386.23608,45.15151515
29619.00077,16175.0161,54.57575758
30007.33093,64547.02109,56.36363636
30227.14046,25255.8759,56.66666667
30453.83291,75991.3864,17.78787879
30494.24234,74864.96669,42.3030303
30568.84436,-35208.45871,33.36363636
30773.55586,68598.24963,46.96969697
30829.72941,78780.39744,64.27272727
30867.36346,72074.30909,17.57575758
30944.74086,38892.50458,37
31320.08228,81332.04399,60.3030303
31806.3276,59276.81889,55.48484848
32008.59677,-16611.44091,40.60606061
32445.66248,76199.80611,37.27272727
32593.31231,80013.15019,41.84848485
32717.31597,46111.88604,24.87878788
32863.96667,36330.37205,53.96969697
33013.72579,72689.60221,58.78787879
33038.92617,41885.42896,40.93939394
33606.65644,78800.15614,45.48484848
34027.84702,-6380.849603,50.3030303
34545.62057,63727.90129,39.42424242
35179.95978,-43914.94297,56.6969697
35336.26878,17730.5811,55.48484848
35336.26878,17730.5811,55.48484848
35350.47869,34691.61249,43.33333333
36244.81483,-34269.57341,61.54545455
36306.4281,-55948.6031,23.36363636
36419.99636,76486.0474,34.57575758
36608.94374,77751.818,43.3030303
36859.72643,73971.23177,41.24242424
37337.09055,65770.67444,45.15151515
37446.8843,44446.52156,46.66666667
37729.30624,38708.34995,52.42424242
38494.97609,1366.124041,67.63636364
38692.69365,78561.05844,33.33333333
38784.94705,32667.3848,82.72727273
39443.82055,76555.63618,47.90909091
40326.72215,65256.25473,44.84848485
40507.12139,68684.91063,50.3030303
40973.05098,52964.77813,40.3030303
41021.56449,60133.80954,67.87878788
41153.00615,-49762.22078,67.27272727
41162.44242,61797.52747,67.60606061
41363.82347,8989.432434,53.63636364
41363.82347,8989.432434,53.63636364
41873.60395,33118.45532,40.3030303
41873.60395,33118.45532,40.3030303
41928.11227,-3487.412056,16.36363636
42310.2256,31720.61335,9.272727273
42655.92604,-26361.06366,60
42889.3904,48728.52835,42.72727273
43235.97896,28706.45703,51.24242424
43366.75453,20345.14354,49.12121212
43531.0566,76167.30823,45.75757576
44419.50895,38039.41367,65.78787879
44534.18735,64919.6634,49.6969697
44717.36196,13914.63718,43.93939394
44821.27191,54160.00667,46.93939394
44866.01092,51484.60821,47.87878788
45282.31685,23657.50037,45.48484848
46257.69387,48114.44849,55.75757576
46779.24193,17746.7867,57.3030303
47046.2328,26994.46893,37.57575758
47046.2328,26994.46893,37.57575758
47051.11745,43636.93448,47.3030303
47144.03694,32086.92941,33.06060606
47666.14007,38638.32786,47.87878788
47666.14007,38638.32786,47.87878788
47789.69967,23713.13673,44.84848485
47789.69967,23713.13673,44.84848485
48059.57692,49369.12648,47.3030303
48121.1902,29512.92431,38.18181818
48121.1902,29512.92431,38.18181818
49137.97578,26638.63885,37.27272727
49137.97578,26638.63885,37.27272727
49394.1982,12178.55732,44.54545455
49495.33279,33778.03221,65.45454545
49495.33279,33778.03221,65.45454545
49686.50047,25611.18601,26.6969697
49825.60215,23432.87505,56.6969697
49825.60215,23432.87505,56.6969697
50821.62795,29881.92686,25.3030303
51063.75148,28819.11633,7.151515152
51177.54176,25793.95406,37.57575758
51177.54176,25793.95406,37.57575758
51330.52031,-25801.40691,35.75757576
51577.19545,-17767.15204,55.15151515
51994.38949,51856.29724,40
52481.3009,27591.64989,52.12121212
52481.3009,27591.64989,52.12121212
52644.82587,21570.18347,16.09090909
52776.48955,26805.98125,23.15151515
52776.48955,26805.98125,23.15151515
52875.40384,-7030.80712,39.72727273
53094.10322,35635.52413,35.75757576
53498.30852,24030.14268,31.24242424
53498.30852,24030.14268,31.24242424
53649.51083,41198.38053,43.36363636
53649.51083,41198.38053,43.36363636
53899.51641,27058.42475,36.06060606
53899.51641,27058.42475,36.06060606
53970.78798,-22916.5488,56.33333333
53973.23031,-12803.46981,63.03030303
54357.78597,19510.25144,48.78787879
54357.78597,19510.25144,48.78787879
55002.89363,27285.21659,18.96969697
55560.18849,16164.18348,55.48484848
55560.18849,16164.18348,55.48484848
55625.57627,26185.83511,33.36363636
55625.57627,26185.83511,33.36363636
55665.87469,21650.08491,43.27272727
55665.87469,21650.08491,43.27272727
55946.52039,11623.66692,39.72727273
56760.92579,33665.19958,36.66666667
56760.92579,33665.19958,36.66666667
57056.66952,18142.04754,35.45454545
57091.86124,-21905.73487,41.81818182
57869.85375,49813.69742,55.48484848
57869.85375,49813.69742,55.48484848
57920.47655,31443.29814,29.6969697
57920.47655,31443.29814,29.6969697
58505.41413,-23253.74676,62.75757576
59153.96325,32130.25991,29.75757576
60093.26043,19149.13504,45.78787879
60093.26043,19149.13504,45.78787879
60581.393,40660.909,49.39393939
61645.58195,-20094.95322,60.3030303
61778.79985,6404.941361,47.87878788
62126.94261,-49455.5275,53.33333333
63658.39334,11397.82835,39.39393939
63658.39334,11397.82835,39.39393939
65357.25455,26635.51905,55.48484848
65357.25455,26635.51905,55.48484848
65709.39385,9770.334726,64.87878788
67519.04794,36906.66771,43.06060606
68015.06257,-5250.963454,53.93939394
70279.21172,7998.377211,26.36363636
71692.76461,4650.836013,46.66666667
73471.77858,-5384.074754,57
73585.90191,-1999.702629,56.36363636
73774.29422,2619.328796,19.39393939
74449.37591,-32916.01522,55.15151515
75031.53811,967.7434132,62.15151515
75040.19727,28453.92687,52.45454545
75040.19727,28453.92687,52.45454545
75147.54869,-4678.22089,21.51515152
76099.16853,35015.46466,54.84848485
76099.16853,35015.46466,54.84848485
76485.83347,2651.133384,44.87878788
76559.54737,10849.26421,43.03030303
76920.01279,-29.11809679,33.96969697
77063.7771,-2425.814778,47.3030303
77095.19432,21791.25568,24.54545455
77381.94584,-8390.951552,43.33333333
77512.16634,-21599.99485,90.60606061
80951.40834,41791.05513,58.21212121
80968.39362,24449.92857,43.33333333
81673.89339,-1016.793541,40.3030303
81906.46963,33301.22337,43.06060606
81906.46963,33301.22337,43.06060606
82975.87629,-18099.41032,53.03030303
84406.19242,-40138.25649,44.6969697
